"id","date","state_name","state_code","district_name","district_code","station_name","station_code","average_rainfall","standard_deviation","highest_rainfall","lowest_rainfall"
0,"01-01-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,1.4,1.4,1.4,1.4
1,"01-02-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,6.2,4.5,6.2,6.2
2,"01-03-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,3.2,4.1,3.2,3.2
3,"01-04-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,40.6,20.6,40.6,40.6
4,"01-05-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,10.2,19.0,10.2,10.2
5,"01-06-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,9.2,17.7,9.2,9.2
6,"01-07-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,43.6,23.3,43.6,43.6
7,"01-08-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,179.0,66.9,179.0,179.0
8,"01-09-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,22.8,63.6,22.8,22.8
9,"01-10-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,165.1,79.8,165.1,165.1
10,"01-11-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,221.4,101.2,221.4,221.4
11,"01-12-1969","Tamil Nadu",33,"Thanjavur",586,"Adiramapattinam",43348,436.0,158.8,436.0,436.0
12,"01-01-1969","Tripura",16,"West Tripura",272,"Agartala",42724,0.3,0.3,0.3,0.3
13,"01-02-1969","Tripura",16,"West Tripura",272,"Agartala",42724,0.1,0.2,0.1,0.1
14,"01-03-1969","Tripura",16,"West Tripura",272,"Agartala",42724,117.7,68.0,117.7,117.7
15,"01-04-1969","Tripura",16,"West Tripura",272,"Agartala",42724,202.6,117.2,202.6,202.6
16,"01-05-1969","Tripura",16,"West Tripura",272,"Agartala",42724,185.0,133.5,185.0,185.0
17,"01-06-1969","Tripura",16,"West Tripura",272,"Agartala",42724,470.5,227.5,470.5,470.5
18,"01-07-1969","Tripura",16,"West Tripura",272,"Agartala",42724,214.9,225.7,214.9,214.9
19,"01-08-1969","Tripura",16,"West Tripura",272,"Agartala",42724,404.0,254.9,404.0,404.0
20,"01-09-1969","Tripura",16,"West Tripura",272,"Agartala",42724,87.6,242.1,87.6,87.6
21,"01-10-1969","Tripura",16,"West Tripura",272,"Agartala",42724,69.3,230.7,69.3,69.3
22,"01-11-1969","Tripura",16,"West Tripura",272,"Agartala",42724,34.2,220.2,34.2,34.2
23,"01-12-1969","Tripura",16,"West Tripura",272,"Agartala",42724,0.0,210.9,0.0,0.0
24,"01-01-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
25,"01-02-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
26,"01-03-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
27,"01-04-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
28,"01-05-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
29,"01-06-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
30,"01-07-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
31,"01-08-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
32,"01-09-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
33,"01-10-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
34,"01-11-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
35,"01-12-1969","Lakshadweep",31,"Lakshadweep",553,"Agatti",43266,"","","",""
36,"01-01-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
37,"01-02-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
38,"01-03-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
39,"01-04-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
40,"01-05-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
41,"01-06-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
42,"01-07-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
43,"01-08-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
44,"01-09-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
45,"01-10-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
46,"01-11-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
47,"01-12-1969","Uttar Pradesh",9,"Agra",118,"Agra Taj",42259,"","","",""
48,"01-01-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,0.0,0.0,0.0
49,"01-02-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,0.0,0.0,0.0
50,"01-03-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,0.0,0.0,0.0
51,"01-04-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,0.0,0.0,0.0
52,"01-05-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,0.0,0.0,0.0
53,"01-06-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,42.2,17.2,42.2,42.2
54,"01-07-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,200.1,77.3,200.1,200.1
55,"01-08-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,108.1,81.8,108.1,108.1
56,"01-09-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,119.3,86.8,119.3,119.3
57,"01-10-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,82.3,0.0,0.0
58,"01-11-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,0.0,78.5,0.0,0.0
59,"01-12-1969","Gujarat",24,"Ahmedabad",438,"Ahmedabad",42647,3.4,75.1,3.4,3.4
60,"01-01-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,12.6,12.6,12.6,12.6
61,"01-02-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,8.9,0.0,0.0
62,"01-03-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,7.3,0.0,0.0
63,"01-04-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,6.3,0.0,0.0
64,"01-05-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,5.6,0.0,0.0
65,"01-06-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,9.2,6.4,9.2,9.2
66,"01-07-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,84.3,32.4,84.3,84.3
67,"01-08-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,65.0,38.0,65.0,65.0
68,"01-09-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,110.1,51.3,110.1,110.1
69,"01-10-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,2.0,48.7,2.0,2.0
70,"01-11-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,46.4,0.0,0.0
71,"01-12-1969","Rajasthan",8,"Ajmer",86,"Ajmer",42343,0.0,44.4,0.0,0.0
72,"01-01-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,6.8,6.8,6.8,6.8
73,"01-02-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,4.8,0.0,0.0
74,"01-03-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,3.9,0.0,0.0
75,"01-04-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,3.4,0.0,0.0
76,"01-05-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,3.0,0.0,0.0
77,"01-06-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,35.3,14.7,35.3,35.3
78,"01-07-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,168.3,65.0,168.3,168.3
79,"01-08-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,95.9,69.7,95.9,95.9
80,"01-09-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,240.7,103.7,240.7,240.7
81,"01-10-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,98.4,0.0,0.0
82,"01-11-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,21.1,94.0,21.1,21.1
83,"01-12-1969","Maharashtra",27,"Ahmednagar",466,"Akola",42933,0.0,90.0,0.0,0.0
84,"01-01-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,41.6,41.6,41.6,41.6
85,"01-02-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,11.8,30.6,11.8,11.8
86,"01-03-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,7.6,25.3,7.6,7.6
87,"01-04-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,57.8,36.3,57.8,57.8
88,"01-05-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,389.4,177.1,389.4,389.4
89,"01-06-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,475.6,252.7,475.6,475.6
90,"01-07-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,757.1,369.6,757.1,757.1
91,"01-08-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,216.6,354.1,216.6,216.6
92,"01-09-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,259.2,344.9,259.2,259.2
93,"01-10-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,312.4,341.8,312.4,312.4
94,"01-11-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,34.0,326.0,34.0,34.0
95,"01-12-1969","Kerala",32,"Alappuzha",554,"Alappuzha",43352,195.4,317.2,195.4,195.4
96,"01-01-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
97,"01-02-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
98,"01-03-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
99,"01-04-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
100,"01-05-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
101,"01-06-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
102,"01-07-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
103,"01-08-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
104,"01-09-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
105,"01-10-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
106,"01-11-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
107,"01-12-1969","Andhra Pradesh",28,"Guntur",506,"Amaravati",43176,"","","",""
108,"01-01-1969","Haryana",6,"Ambala",58,"Ambala",42103,3.8,3.8,3.8,3.8
109,"01-02-1969","Haryana",6,"Ambala",58,"Ambala",42103,18.0,13.0,18.0,18.0
110,"01-03-1969","Haryana",6,"Ambala",58,"Ambala",42103,26.2,18.5,26.2,26.2
111,"01-04-1969","Haryana",6,"Ambala",58,"Ambala",42103,15.4,17.8,15.4,15.4
112,"01-05-1969","Haryana",6,"Ambala",58,"Ambala",42103,7.0,16.2,7.0,7.0
113,"01-06-1969","Haryana",6,"Ambala",58,"Ambala",42103,10.8,15.4,10.8,10.8
114,"01-07-1969","Haryana",6,"Ambala",58,"Ambala",42103,261.8,100.0,261.8,261.8
115,"01-08-1969","Haryana",6,"Ambala",58,"Ambala",42103,274.2,134.7,274.2,274.2
116,"01-09-1969","Haryana",6,"Ambala",58,"Ambala",42103,290.2,159.6,290.2,290.2
117,"01-10-1969","Haryana",6,"Ambala",58,"Ambala",42103,0.0,151.4,0.0,0.0
118,"01-11-1969","Haryana",6,"Ambala",58,"Ambala",42103,0.0,144.4,0.0,0.0
119,"01-12-1969","Haryana",6,"Ambala",58,"Ambala",42103,0.0,138.3,0.0,0.0
120,"01-01-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,30.4,30.4,30.4,30.4
121,"01-02-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,9.0,22.4,9.0,9.0
122,"01-03-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,0.8,18.3,0.8,0.8
123,"01-04-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,19.0,18.5,19.0,19.0
124,"01-05-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,43.4,25.5,43.4,43.4
125,"01-06-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,28.9,26.1,28.9,28.9
126,"01-07-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,666.8,253.2,666.8,666.8
127,"01-08-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,315.4,261.8,315.4,315.4
128,"01-09-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,182.2,254.2,182.2,182.2
129,"01-10-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,17.8,241.2,17.8,17.8
130,"01-11-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,11.4,230.0,11.4,11.4
131,"01-12-1969","Maharashtra",27,"Buldhana",472,"Ambikapur",42693,0.0,220.2,0.0,0.0
132,"01-01-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,24.9,24.9,24.9,24.9
133,"01-02-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,0.0,17.6,0.0,0.0
134,"01-03-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,0.0,14.4,0.0,0.0
135,"01-04-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,39.3,23.3,39.3,39.3
136,"01-05-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,268.8,122.0,268.8,268.8
137,"01-06-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,105.0,119.3,105.0,105.0
138,"01-07-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,94.2,116.1,94.2,94.2
139,"01-08-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,287.7,148.8,287.7,287.7
140,"01-09-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,105.5,144.6,105.5,105.5
141,"01-10-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,158.8,146.1,158.8,158.8
142,"01-11-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,73.5,141.0,73.5,73.5
143,"01-12-1969","Lakshadweep",31,"Lakshadweep",553,"Aminidivi",43311,166.4,143.3,166.4,166.4
144,"01-01-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,18.2,18.2,18.2,18.2
145,"01-02-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,40.9,31.7,40.9,40.9
146,"01-03-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,45.0,36.6,45.0,45.0
147,"01-04-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,36.3,36.6,36.3,36.3
148,"01-05-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,20.2,33.9,20.2,20.2
149,"01-06-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,11.8,31.3,11.8,11.8
150,"01-07-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,218.0,87.4,218.0,218.0
151,"01-08-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,123.3,92.6,123.3,123.3
152,"01-09-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,71.2,90.5,71.2,71.2
153,"01-10-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,0.4,85.8,0.4,0.4
154,"01-11-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,0.0,81.8,0.0,0.0
155,"01-12-1969","Punjab",3,"Amritsar",27,"Amritsar",42071,0.0,78.4,0.0,0.0
156,"01-01-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,0.0,0.0,0.0,0.0
157,"01-02-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,0.0,0.0,0.0,0.0
158,"01-03-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,0.0,0.0,0.0,0.0
159,"01-04-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,0.0,0.0,0.0,0.0
160,"01-05-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,94.0,42.0,94.0,94.0
161,"01-06-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,53.2,44.1,53.2,53.2
162,"01-07-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,39.2,43.4,39.2,39.2
163,"01-08-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,186.9,77.6,186.9,186.9
164,"01-09-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,14.3,73.3,14.3,14.3
165,"01-10-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,152.9,84.7,152.9,152.9
166,"01-11-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,1.5,80.7,1.5,1.5
167,"01-12-1969","Andhra Pradesh",28,"Anantapur",502,"Anantapur",43237,14.5,77.4,14.5,14.5
168,"01-01-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
169,"01-02-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
170,"01-03-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
171,"01-04-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
172,"01-05-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
173,"01-06-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
174,"01-07-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
175,"01-08-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
176,"01-09-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
177,"01-10-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
178,"01-11-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
179,"01-12-1969","West Bengal",19,"Paschim Bardhaman",704,"Asansol",42712,"","","",""
180,"01-01-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,0.0,0.0,0.0
181,"01-02-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,0.0,0.0,0.0
182,"01-03-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,0.0,0.0,0.0
183,"01-04-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,0.0,0.0,0.0
184,"01-05-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,0.0,0.0,0.0
185,"01-06-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,127.8,52.2,127.8,127.8
186,"01-07-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,225.2,97.9,225.2,225.2
187,"01-08-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,149.8,105.8,149.8,149.8
188,"01-09-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,166.9,114.2,166.9,166.9
189,"01-10-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,2.2,108.3,2.2,2.2
190,"01-11-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,39.7,104.0,39.7,39.7
191,"01-12-1969","Maharashtra",27,"Aurangabad",469,"Aurangabad Chikalthana",43014,0.0,99.6,0.0,0.0
192,"01-01-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,2.0,2.0,2.0,2.0
193,"01-02-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,1.4,1.7,1.4,1.4
194,"01-03-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,7.6,4.6,7.6,7.6
195,"01-04-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,5.6,4.9,5.6,5.6
196,"01-05-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,44.4,20.3,44.4,44.4
197,"01-06-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,36.0,23.7,36.0,36.0
198,"01-07-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,126.6,52.6,126.6,126.6
199,"01-08-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,807.6,289.7,807.6,807.6
200,"01-09-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,217.8,282.7,217.8,217.8
201,"01-10-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,0.0,268.2,0.0,0.0
202,"01-11-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,1.8,255.7,1.8,1.8
203,"01-12-1969","Uttar Pradesh",9,"Bahraich",125,"Bahraich",42273,0.0,244.8,0.0,0.0
204,"01-01-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,0.0,0.0,0.0
205,"01-02-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,6.8,4.8,6.8,6.8
206,"01-03-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,3.9,0.0,0.0
207,"01-04-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,49.7,25.1,49.7,49.7
208,"01-05-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,62.5,35.8,62.5,62.5
209,"01-06-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,297.5,125.8,297.5,297.5
210,"01-07-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,116.5,"",""
211,"01-08-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,108.9,"",""
212,"01-09-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,102.7,"",""
213,"01-10-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,97.4,"",""
214,"01-11-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,92.9,"",""
215,"01-12-1969","Odisha",21,"Baleshwar",346,"Balasore",42895,0.0,88.9,"",""
216,"01-01-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,150.2,150.2,150.2,150.2
217,"01-02-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,217.7,187.0,217.7,217.7
218,"01-03-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,175.3,183.2,175.3,175.3
219,"01-04-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,197.8,187.0,197.8,197.8
220,"01-05-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,83.2,171.3,83.2,83.2
221,"01-06-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,10.6,156.4,10.6,10.6
222,"01-07-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,60.6,146.6,60.6,60.6
223,"01-08-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,87.6,140.6,87.6,87.6
224,"01-09-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,16.0,132.7,16.0,16.0
225,"01-10-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,29.6,126.2,29.6,29.6
226,"01-11-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,0.0,120.3,0.0,0.0
227,"01-12-1969","Jammu And Kashmir",1,"Ramban",621,"Banihal",42045,0.0,115.2,0.0,0.0
228,"01-01-1969","West Bengal",19,"Bankura",305,"Bankura",42706,10.0,10.0,10.0,10.0
229,"01-02-1969","West Bengal",19,"Bankura",305,"Bankura",42706,16.8,13.8,16.8,16.8
230,"01-03-1969","West Bengal",19,"Bankura",305,"Bankura",42706,62.0,37.5,62.0,62.0
231,"01-04-1969","West Bengal",19,"Bankura",305,"Bankura",42706,63.0,45.3,63.0,63.0
232,"01-05-1969","West Bengal",19,"Bankura",305,"Bankura",42706,56.5,47.7,56.5,56.5
233,"01-06-1969","West Bengal",19,"Bankura",305,"Bankura",42706,54.0,48.8,54.0,54.0
234,"01-07-1969","West Bengal",19,"Bankura",305,"Bankura",42706,251.2,105.2,251.2,251.2
235,"01-08-1969","West Bengal",19,"Bankura",305,"Bankura",42706,391.1,169.7,391.1,391.1
236,"01-09-1969","West Bengal",19,"Bankura",305,"Bankura",42706,179.5,170.8,179.5,179.5
237,"01-10-1969","West Bengal",19,"Bankura",305,"Bankura",42706,17.5,162.1,17.5,17.5
238,"01-11-1969","West Bengal",19,"Bankura",305,"Bankura",42706,27.0,154.8,27.0,27.0
239,"01-12-1969","West Bengal",19,"Bankura",305,"Bankura",42706,0.0,148.2,0.0,0.0
240,"01-01-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
241,"01-02-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
242,"01-03-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
243,"01-04-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
244,"01-05-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
245,"01-06-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
246,"01-07-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
247,"01-08-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
248,"01-09-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
249,"01-10-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
250,"01-11-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
251,"01-12-1969","Andhra Pradesh",28,"Bapatla",750,"Bapatla",43220,"","","",""
252,"01-01-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
253,"01-02-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
254,"01-03-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
255,"01-04-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
256,"01-05-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
257,"01-06-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
258,"01-07-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
259,"01-08-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
260,"01-09-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
261,"01-10-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
262,"01-11-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
263,"01-12-1969","Meghalaya",17,"Ri-Bhoi",276,"Barapani",42512,"","","",""
